Order_ID,Product,Category,Region,Customer,Sales,Quantity,Profit,Date
AR-76936183-73,iPhone 15 Pro Max,Devices,Spain,Arjun Mehta,3021.84,2,647.47,2025-06-11
AR-74066321-92,Apple Watch Series 10,Wearables,Turkey,Sophia Brown,441.87,1,96.29,2025-04-04
AR-40757954-70,Galaxy Buds3 Pro,Audio,India,Arjun Mehta,644.76,3,106.37,2025-08-11
AR-44133429-13,Apple Watch Series 10,Wearables,United Kingdom,Noah Martin,883.74,2,178.49,2025-09-12
AR-10192186-31,AirPods Pro,Audio,United States,Liam Smith,247.32,1,31.0,2025-07-14
AR-85487222-25,Apple Vision Pro,Devices,Turkey,Lily Thompson,10497,3,2795.07,2025-10-16
AR-29285124-21,MacBook Air M3,Computers,United Kingdom,Lucas Young,5196,4,1224.42,2025-09-23
AR-78093013-41,Apple Watch Series 10,Wearables,Spain,Noah Martin,789.36,2,110.04,2025-04-22
AR-31642262-14,Galaxy Buds3 Pro,Audio,Sweden,Amelia Davis,409.94,2,82.56,2025-10-15
AR-73786397-69,Galaxy Buds3 Pro,Audio,United States,Ethan Walker,409.94,2,74.44,2025-08-31
AR-98918668-52,iPhone 15 Pro Max,Devices,India,Caleb Turner,6435.4,5,1376.86,2025-09-12
AR-43866648-24,Dell XPS 13,Computers,United Kingdom,Mia Wilson,1294.92,1,360.26,2025-06-23
AR-65808103-76,Apple Vision Pro,Devices,Spain,Ethan Walker,3499,1,813.78,2025-05-05
AR-79543699-52,Apple Vision Pro,Devices,United States,Caleb Turner,7557.84,2,1164.66,2025-05-06
AR-10218319-22,MacBook Air M3,Computers,United States,Sophia Brown,5040.12,4,837.37,2025-10-08
AR-59511736-65,AirPods Pro,Audio,India,Isabella Garcia,1053.4,5,183.94,2025-08-08
AR-46831029-25,Oura Ring 4,Wearables,India,Caleb Turner,821.94,2,127.99,2025-10-11
AR-66897321-60,Galaxy Buds3 Pro,Audio,Spain,Liam Smith,579.09,3,105.22,2025-08-22
AR-97514126-11,Apple Vision Pro,Devices,United Kingdom,Amelia Davis,3603.97,1,992.44,2025-05-02
AR-36797406-61,Apple Vision Pro,Devices,India,Ethan Walker,14415.88,4,2250.45,2025-06-03
AR-58902357-79,MacBook Air M3,Computers,Germany,Mia Wilson,1260.03,1,242.6,2025-08-11
AR-53881749-10,Apple Vision Pro,Devices,Spain,Liam Smith,18894.6,5,5227.37,2025-06-30
AR-93778679-73,MacBook Air M3,Computers,Sweden,Mia Wilson,6300.15,5,1048.11,2025-05-16
AR-11088767-74,Apple Watch Series 10,Wearables,United Kingdom,Lily Thompson,2145,5,389.25,2025-06-27
AR-28389052-39,Dell XPS 13,Computers,United Kingdom,Liam Smith,3884.76,3,1090.33,2025-06-01
AR-63872008-85,Meta Quest 3,Devices,Germany,Ethan Walker,968.06,2,161.98,2025-10-07
AR-24451086-52,Galaxy Buds3 Pro,Audio,Sweden,Lily Thompson,214.92,1,45.02,2025-06-12
AR-64333104-53,Dell XPS 13,Computers,Germany,Amelia Davis,2326.06,2,648.5,2025-08-17
AR-23308372-34,MacBook Air M3,Computers,Sweden,Isabella Garcia,4208.76,3,711.52,2025-06-01
AR-70368217-49,Oura Ring 4,Wearables,United Kingdom,Lucas Young,798,2,186.13,2025-08-08
AR-66822030-44,Apple Vision Pro,Devices,United States,Isabella Garcia,17495,5,3066.31,2025-09-30
AR-51965495-21,Oura Ring 4,Wearables,Spain,Mia Wilson,399,1,74.23,2025-09-24
AR-89373877-40,Dell XPS 13,Computers,United Kingdom,Arjun Mehta,3489.09,3,487.88,2025-04-19
AR-46175750-57,AirPods Pro,Audio,United Kingdom,Caleb Turner,687,3,179.3,2025-06-26
AR-23124299-47,AirPods Pro,Audio,Germany,Arjun Mehta,666.39,3,159.94,2025-09-19
AR-87345105-36,AirPods Pro,Audio,Spain,Mia Wilson,471.74,2,86.68,2025-05-31
AR-60565353-67,Logitech MX Keys,Accessories,Germany,Ethan Walker,501.4,5,116.4,2025-06-22
AR-68784194-27,MacBook Air M3,Computers,Turkey,Lucas Young,5196,4,679.57,2025-08-05
AR-36589384-24,Galaxy Buds3 Pro,Audio,India,Arjun Mehta,915.4,5,135.99,2025-08-23
AR-82162176-14,AirPods Pro,Audio,Spain,Arjun Mehta,842.72,4,115.92,2025-06-23
AR-72358509-45,Meta Quest 3,Devices,Turkey,Lily Thompson,1077.84,2,210.27,2025-07-12
AR-25443706-24,iPhone 15 Pro Max,Devices,Turkey,Emma Clark,2881.94,2,670.56,2025-06-04
AR-13322855-31,Meta Quest 3,Devices,Turkey,Sophia Brown,2295.4,5,474.5,2025-07-18
AR-54708923-79,MacBook Air M3,Computers,Spain,Isabella Garcia,5040.12,4,1028.3,2025-04-09
AR-66178461-52,Apple Vision Pro,Devices,India,Lily Thompson,7557.84,2,953.55,2025-10-18
AR-22854255-24,Dell XPS 13,Computers,Germany,Emma Clark,1294.92,1,361.18,2025-07-31
AR-47625548-25,Galaxy Buds3 Pro,Audio,United States,Liam Smith,183.08,1,44.99,2025-10-19
AR-32488186-94,MacBook Air M3,Computers,Germany,Arjun Mehta,2390.16,2,381.97,2025-08-15
AR-70273454-39,Apple Vision Pro,Devices,Germany,Lucas Young,10182.09,3,2887.06,2025-06-07
AR-76188973-25,Dell XPS 13,Computers,United Kingdom,Noah Martin,1103.08,1,224.0,2025-08-09
AR-71740627-83,Apple Watch Series 10,Wearables,United States,Ethan Walker,1389.96,3,259.03,2025-06-13
AR-45841730-51,Apple Vision Pro,Devices,India,Lily Thompson,3499,1,433.62,2025-06-07
AR-75005266-71,MacBook Air M3,Computers,Sweden,Sophia Brown,6495,5,1176.33,2025-09-21
AR-15509015-86,AirPods Pro,Audio,India,Lily Thompson,842.72,4,165.94,2025-10-15
AR-37283914-29,Dell XPS 13,Computers,United States,Arjun Mehta,2469.94,2,310.29,2025-10-12
AR-23868806-14,iPhone 15 Pro Max,Devices,Sweden,Noah Martin,3021.84,2,498.26,2025-04-16
AR-15929234-43,Galaxy Buds3 Pro,Audio,United Kingdom,Lucas Young,398,2,54.84,2025-06-20
